0.128, 102
0.128, 10
0.128, 20
0.128, 30
0.128, 40
0.128, 51
0.128, 61
0.128, 71
0.128, 81
0.128, 92
0.128, 102
0.128, 112
0.128, 122
0.128, 132
0.128, 143
0.128, 153
0.128, 163
0.128, 173
0.128, 184
0.401, 194
0.475, 204
0.398, 214
0.394, 225
0.394, 235
0.348, 245
0.385, 255
0.612, 265
0.623, 276
0.602, 286
0.619, 296
0.623, 306
0.607, 317
0.875, 327
0.8679999, 337
0.903, 347
0.841, 358
0.833, 368
0.894, 378
1.142, 388
1.126, 398
1.136, 409
1.162, 419
1.0, 429
1.146, 439
1.662, 450
1.664, 460
1.704, 470
1.828, 480
1.722, 491
1.694, 501
1.686, 511
1.978, 521
1.953, 531
1.964, 542
1.974, 552
1.965, 562
1.964, 572
2.234, 583
2.177, 593
2.153, 603
2.24, 613
2.283, 624
2.262, 634
2.559, 644
2.588, 654
2.571, 664
2.545, 675
2.532, 685
2.61, 695
3.152, 705
3.152, 716
3.152, 726
3.152, 736
3.152, 746
3.152, 757
3.152, 767
3.152, 777
3.152, 787
3.152, 797
3.152, 808
3.152, 818
3.152, 828
3.152, 838
3.152, 849
3.152, 859
3.152, 869
3.152, 879
3.152, 890
3.152, 900
3.152, 910
3.152, 920
3.152, 930
3.152, 941
3.152, 951
3.152, 961
3.152, 971
3.152, 982
3.152, 992
3.152, 1002
3.152, 1012
