0.573, 102
0.128, 10
0.128, 20
0.164, 30
0.232, 40
0.296, 51
0.344, 61
0.408, 71
0.443, 81
0.517, 92
0.574, 102
0.596, 112
0.7, 122
0.752, 132
0.797, 143
0.862, 153
0.9139999, 163
1.015, 173
1.06, 184
1.105, 194
1.172, 204
1.241, 214
1.279, 225
1.343, 235
1.402, 245
1.46, 255
1.516, 265
1.609, 276
1.653, 286
1.699, 296
1.749, 306
1.825, 317
1.864, 327
1.937, 337
1.993, 347
2.045, 358
2.088, 368
2.176, 378
2.225, 388
2.277, 398
2.375, 409
2.505, 419
2.461, 429
2.544, 439
2.621, 450
2.666, 460
2.742, 470
2.777, 480
2.833, 491
2.908, 501
2.961, 511
3.005, 521
3.082, 531
3.147, 542
3.152, 552
3.152, 562
3.152, 572
3.152, 583
3.152, 593
3.152, 603
3.152, 613
3.152, 624
3.152, 634
3.152, 644
3.152, 654
3.152, 664
3.152, 675
3.152, 685
3.152, 695
3.152, 705
3.152, 716
3.152, 726
3.152, 736
3.152, 746
3.152, 757
3.152, 767
3.152, 777
3.152, 787
3.152, 797
3.152, 808
3.152, 818
3.152, 828
3.152, 838
3.152, 849
3.152, 859
3.152, 869
3.152, 879
3.152, 890
3.152, 900
3.152, 910
3.152, 920
3.152, 930
3.152, 941
3.152, 951
3.152, 961
3.152, 971
3.152, 982
3.152, 992
3.152, 1002
3.152, 1012
